timestamp,ip,method,endpoint,status_code,response_size,response_time_ms,user_agent,requests_per_minute,is_anomaly
2026-05-25 18:40:31,192.168.9.187,GET,/images/product1.jpg,200,43474,132,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,4,0
2026-05-21 11:10:38,192.168.7.70,GET,/products,200,9476,343,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),6,0
2026-05-25 01:25:50,192.168.8.3,POST,/images/product1.jpg,302,42148,384,Mozilla/5.0 (Linux; Android 11; Pixel 5),11,0
2026-05-26 16:15:02,192.168.9.217,GET,/products,200,44819,295,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,16,0
2026-05-22 16:56:31,192.168.4.91,GET,/cart,200,46186,347,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),19,0
2026-05-20 00:49:26,192.168.1.3,POST,/checkout,200,2812,262,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),13,0
2026-05-24 12:34:16,192.168.9.251,GET,/images/product1.jpg,301,41442,481,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,19,0
2026-05-21 23:23:14,10.229.46.98,GET,/.git/config,400,988,160,-,9,1
2026-05-22 22:57:54,10.144.130.4,GET,/images/product1.jpg,503,2262,3157,masscan/1.0,1956,1
2026-05-22 15:39:58,192.168.8.233,POST,/static/css/main.css,304,12553,426,Mozilla/5.0 (Linux; Android 11; Pixel 5),8,0
2026-05-23 02:49:38,192.168.8.17,POST,/images/product1.jpg,200,36498,215,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),14,0
2026-05-22 02:00:20,192.168.9.34,GET,/favicon.ico,200,1382,487,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),7,0
2026-05-23 21:55:07,192.168.7.179,POST,/images/product1.jpg,200,6187,204,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,5,0
2026-05-20 14:06:14,192.168.5.81,POST,/static/css/main.css,404,17501,66,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,8,0
2026-05-24 13:17:52,192.168.1.85,POST,/api/cart,302,11359,270,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),12,0
2026-05-25 18:36:25,192.168.9.9,GET,/home,301,22990,108,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,20,0
2026-05-23 19:38:50,192.168.7.179,POST,/api/user/profile,304,1436,65,Mozilla/5.0 (Linux; Android 11; Pixel 5),2,0
2026-05-25 04:20:20,192.168.9.112,GET,/api/products,301,41577,400,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),8,0
2026-05-23 00:04:32,192.168.7.23,POST,/static/js/app.js,302,31675,154,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),15,0
2026-05-22 01:22:39,192.168.9.5,POST,/static/js/app.js,200,7877,474,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,10,0
2026-05-23 06:08:32,192.168.1.21,POST,/home,302,25275,463,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,12,0
2026-05-23 00:51:33,192.168.6.124,POST,/api/cart,301,25672,393,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),9,0
2026-05-22 16:10:58,192.168.2.219,POST,/api/products,200,16116,424,Mozilla/5.0 (Linux; Android 11; Pixel 5),6,0
2026-05-24 10:09:15,192.168.8.228,GET,/home,304,38222,478,Mozilla/5.0 (Linux; Android 11; Pixel 5),20,0
2026-05-22 08:37:30,192.168.1.178,POST,/static/js/app.js,200,29435,89,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,10,0
2026-05-24 02:15:35,192.168.9.34,POST,/api/cart,200,25137,408,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),6,0
2026-05-23 22:26:37,192.168.5.25,GET,/api/user/profile,301,23640,310,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),1,0
2026-05-20 06:38:50,192.168.5.21,POST,/,304,24195,303,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),13,0
2026-05-20 18:36:40,10.89.71.172,POST,/api/auth,401,966,127,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,151,1
2026-05-20 03:28:07,192.168.9.251,POST,/static/js/app.js,301,34873,95,Mozilla/5.0 (Linux; Android 11; Pixel 5),17,0
2026-05-20 20:52:39,192.168.4.25,POST,/api/products,200,43546,408,Mozilla/5.0 (Linux; Android 11; Pixel 5),13,0
2026-05-20 21:11:31,192.168.2.95,GET,/static/css/main.css,301,33524,199,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,8,0
2026-05-20 08:11:17,192.168.5.25,GET,/images/product1.jpg,304,2133,175,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,16,0
2026-05-26 04:57:32,10.251.147.51,GET,/.git/config,200,17,117,-,6,1
2026-05-25 04:20:11,10.244.183.148,GET,/.git/config,200,456,101,-,24,1
2026-05-24 04:08:09,10.229.46.98,GET,/home,200,2760,8988,sqlmap/1.7.8,623,1
2026-05-20 09:47:29,192.168.9.64,GET,/cart,200,44239,391,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,5,0
2026-05-23 18:59:10,192.168.3.28,GET,/static/css/main.css,304,16324,196,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,12,0
2026-05-25 12:30:59,192.168.8.219,GET,/,200,43327,93,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,12,0
2026-05-20 23:57:05,192.168.7.186,GET,/images/product1.jpg,200,6925,146,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),19,0
2026-05-23 17:37:27,192.168.8.222,GET,/home,200,27989,67,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,16,0
2026-05-26 07:31:32,192.168.9.174,POST,/favicon.ico,200,40916,390,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,6,0
2026-05-22 15:47:40,10.13.117.165,GET,/api/cart,429,2644,6064,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,1329,1
2026-05-23 14:47:14,192.168.7.186,GET,/cart,302,1078,78,Mozilla/5.0 (Linux; Android 11; Pixel 5),6,0
2026-05-21 17:56:19,192.168.8.233,GET,/checkout,404,32759,249,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),14,0
2026-05-25 08:35:10,10.137.136.104,POST,/api/auth,200,730,113,Mozilla/5.0 (Linux; Android 11; Pixel 5),68,1
2026-05-24 22:06:09,192.168.9.217,POST,/api/user/profile,200,30907,386,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,3,0
2026-05-25 04:23:53,192.168.2.130,POST,/products,200,6329,493,Mozilla/5.0 (Linux; Android 11; Pixel 5),11,0
2026-05-21 10:55:45,192.168.9.174,POST,/products,301,41517,326,Mozilla/5.0 (Linux; Android 11; Pixel 5),7,0
2026-05-26 10:48:12,192.168.7.178,POST,/images/product1.jpg,200,49494,144,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),9,0
